Date,ProductCategory,ProductName,Revenue,CompetitionLevel,MarketingCampaign,CustomerID,Gender,Age,Location,AveragePurchaseAmount
27/05/2022,Skincare,Cleanser,101.31,Medium,None,6140,Female,50,Rural,137.71
17/06/2022,Accessories,Earrings,529.93,Low,Low,6141,Male,37,Rural,51.04
08/03/2022,Makeup,Eyeshadow,142.67,Medium,High,6142,Female,45,Rural,118.69
09/05/2022,Skincare,Serum,185.12,Medium,Low,6143,Female,49,City,191.27
06/04/2022,Makeup,Lipstick,90.19,Low,Low,6144,Male,19,Rural,38.26
31/08/2022,Makeup,Lipstick,227.42,Medium,None,6145,Male,53,Suburb,86.49
11/11/2021,Accessories,Earrings,113.97,High,Low,6146,Female,31,City,145.17
31/12/2022,Skincare,Sunscreen,41.2,Medium,None,6147,Female,57,Suburb,71.89
22/01/2022,Skincare,Cleanser,175.48,Medium,None,6148,Female,43,City,191.58
15/07/2021,Makeup,Eyeshadow,103.38,High,Low,6149,Male,38,Suburb,134.87
21/03/2022,Makeup,Foundation,47.66,Medium,None,6150,Male,61,Suburb,20.42
05/01/2022,Haircare,Styling Gel,210.59,Low,Low,6151,Female,46,Rural,179.78
07/07/2022,Fragrances,Perfume,241.78,Medium,None,6152,Male,58,City,156.27
03/01/2022,Fragrances,Cologne,273.54,High,Low,6153,Female,29,City,87.4
28/07/2021,Makeup,Eyeshadow,168.11,Medium,Low,6154,Male,43,City,30.86
16/04/2021,Accessories,Bracelet,76.87,Low,None,6155,Female,39,Rural,15.42
18/02/2022,Skincare,Serum,407.96,Medium,Medium,6156,Female,41,Rural,149.58
14/04/2021,Skincare,Cleanser,426.53,Low,Medium,6157,Male,30,Suburb,108.33
07/10/2022,Haircare,Shampoo,36.94,Medium,Low,6158,Male,38,Rural,88.12
16/02/2021,Skincare,Sunscreen,364.17,Medium,Low,6159,Male,52,Suburb,144.85
17/01/2022,Accessories,Necklace,277.47,Low,Low,6160,Female,29,City,83.47
25/05/2021,Accessories,Handbag,204.69,Low,None,6161,Male,29,Rural,14.15
27/05/2021,Makeup,Lipstick,205.39,Low,Low,6162,Female,40,Rural,56.77
01/09/2021,Skincare,Cleanser,77.28,Low,Medium,6163,Male,47,Rural,63.51
21/09/2021,Skincare,Moisturizer,167.71,Medium,High,6164,Male,48,Suburb,40.25
17/01/2021,Haircare,Shampoo,296.87,Medium,Low,6165,Male,31,Rural,129.01
03/08/2022,Fragrances,Perfume,105.88,High,Low,6166,Female,53,Suburb,48.99
24/01/2021,Fragrances,Cologne,23.67,Low,Low,6167,Female,42,Suburb,14.19
26/10/2022,Fragrances,Body Mist,368.07,Medium,High,6168,Female,38,City,126.99
03/01/2021,Accessories,Handbag,363.75,Medium,None,6169,Female,64,Rural,131.07
30/12/2021,Fragrances,Cologne,203.18,Medium,None,6170,Female,25,Suburb,192.6
20/10/2022,Makeup,Foundation,225.65,Medium,None,6171,Female,30,City,51.95
15/07/2022,Makeup,Mascara,21.36,Medium,Low,6172,Male,52,City,22.72
23/05/2022,Accessories,Handbag,200.79,High,Low,6173,Female,50,Suburb,139.77
30/08/2022,Haircare,Styling Gel,498.96,Low,High,6174,Male,56,Rural,139.96
25/05/2022,Skincare,Moisturizer,342,Medium,None,6175,Female,33,City,92.7
17/08/2022,Fragrances,Perfume,128.89,Medium,Low,6176,Female,54,Rural,91.23
16/06/2022,Haircare,Hair Oil,56.32,Low,Low,6177,Female,59,Rural,167.1
29/03/2022,Fragrances,Cologne,154.18,Medium,None,6178,Male,56,Rural,158.97
11/03/2022,Accessories,Handbag,89.88,Low,Low,6179,Male,60,City,59.48
16/07/2021,Makeup,Foundation,89.45,Medium,Low,6180,Male,65,Rural,23.16
13/07/2021,Skincare,Moisturizer,304.61,Medium,Low,6181,Male,32,Suburb,145.92
23/01/2021,Haircare,Shampoo,20.28,Medium,Medium,6182,Female,57,Rural,159.73
04/09/2021,Haircare,Shampoo,140.98,Medium,Low,6183,Male,24,City,36.68
21/11/2021,Fragrances,Body Mist,38.08,Low,None,6184,Male,44,Rural,33.27
24/02/2021,Haircare,Styling Gel,101.44,Medium,Low,6185,Male,53,Suburb,168.31
24/12/2022,Accessories,Necklace,530.64,Medium,None,6186,Male,25,Rural,74.44
08/12/2021,Accessories,Necklace,54.75,Low,None,6187,Male,25,Suburb,12.66
06/11/2021,Fragrances,Cologne,166.75,Low,Low,6188,Female,44,Suburb,142.17
03/03/2022,Accessories,Necklace,381.44,Medium,Low,6189,Male,37,Rural,39.43
11/05/2022,Accessories,Earrings,73.41,Medium,High,6190,Female,31,Rural,110.48
06/11/2022,Makeup,Mascara,84.21,Medium,Low,6191,Male,63,Suburb,145.75
26/09/2021,Makeup,Eyeshadow,612.91,Low,High,6192,Female,55,Suburb,144.7
25/08/2022,Fragrances,Perfume,72.84,Medium,High,6193,Male,65,Suburb,123.04
13/05/2021,Haircare,Hair Oil,147.09,Low,None,6194,Female,51,City,85.94
09/01/2022,Skincare,Cleanser,395.46,Medium,None,6195,Male,56,Suburb,122.66
08/10/2021,Makeup,Mascara,55.17,Medium,None,6196,Female,44,Rural,30.78
08/01/2022,Accessories,Earrings,103.27,Low,None,6197,Female,28,Rural,102.42
25/11/2022,Fragrances,Cologne,147.64,Medium,None,6198,Male,31,Suburb,177.88
18/03/2022,Accessories,Bracelet,137.77,Low,Low,6199,Female,46,Rural,94.55
18/01/2022,Accessories,Bracelet,393.2,Low,High,6200,Female,26,Suburb,144.27
18/12/2021,Makeup,Mascara,345.17,Medium,High,6201,Male,24,Suburb,165.58
21/10/2022,Skincare,Serum,682.78,Low,Low,6202,Female,20,Rural,26.84
20/07/2021,Haircare,Hair Oil,84,Low,Medium,6203,Female,40,City,118.56
08/07/2022,Accessories,Bracelet,171.09,Medium,None,6204,Male,62,City,24.24
17/04/2021,Makeup,Foundation,381.09,Medium,Low,6205,Female,37,City,63.6
16/01/2021,Accessories,Bracelet,82.36,Low,Low,6206,Female,42,Rural,166.48
05/05/2021,Makeup,Eyeshadow,307.76,Low,Medium,6207,Female,37,Suburb,140.3
30/09/2021,Haircare,Hair Oil,426.91,Low,Medium,6208,Female,27,Rural,175.44
21/07/2021,Fragrances,Body Mist,298.11,Medium,None,6209,Male,26,Rural,62.76
09/12/2021,Skincare,Serum,236.39,Medium,Medium,6210,Female,43,Suburb,87.21
19/02/2021,Haircare,Conditioner,88.13,Medium,High,6211,Female,49,City,14.15
24/03/2021,Accessories,Bracelet,112.88,Medium,None,6212,Female,60,Rural,135.71
11/12/2022,Accessories,Handbag,117.48,Low,None,6213,Female,61,Rural,131.58
04/08/2022,Skincare,Serum,48.75,Low,High,6214,Male,54,Rural,172.43
03/11/2021,Skincare,Sunscreen,343.96,Medium,None,6215,Male,22,Suburb,191.88
10/06/2021,Makeup,Foundation,202.41,Low,High,6216,Female,42,City,165.21
15/12/2021,Accessories,Bracelet,96.74,Medium,Low,6217,Female,43,Rural,65.91
25/07/2021,Makeup,Mascara,68.33,High,Low,6218,Female,22,Suburb,100.77
27/04/2022,Skincare,Sunscreen,45.18,High,None,6219,Male,61,Suburb,103.37
15/05/2021,Fragrances,Perfume,85.04,Low,Low,6220,Female,49,Suburb,181.42
08/07/2021,Accessories,Earrings,488.83,Low,None,6221,Female,50,Rural,163.01
23/12/2021,Fragrances,Cologne,301.56,Medium,Low,6222,Female,18,Rural,59.93
27/11/2022,Makeup,Eyeshadow,92.05,Low,Medium,6223,Male,26,City,144.89
02/10/2021,Accessories,Necklace,184.43,Medium,Medium,6224,Female,38,Rural,121.33
14/07/2021,Skincare,Moisturizer,107.73,Medium,None,6225,Male,38,City,140.57
01/02/2022,Makeup,Mascara,52.13,Medium,High,6226,Male,21,City,108.35
11/09/2021,Fragrances,Body Mist,266.59,Low,Low,6227,Male,42,Rural,107.69
08/11/2022,Skincare,Serum,384.41,Low,None,6228,Female,46,City,48.47
22/01/2021,Makeup,Mascara,20.63,Low,None,6229,Female,48,Rural,139.1
28/03/2021,Fragrances,Cologne,106.53,Medium,Medium,6230,Male,49,Rural,88.4
17/09/2022,Haircare,Shampoo,43.98,Medium,High,6231,Male,49,Rural,122.42
11/04/2022,Skincare,Moisturizer,196.45,Medium,High,6232,Female,40,City,15.22
11/05/2021,Makeup,Eyeshadow,134.52,Low,Low,6233,Male,62,Rural,112.43
23/04/2022,Haircare,Hair Oil,162.1,Medium,None,6234,Male,50,Suburb,194
26/02/2022,Fragrances,Body Mist,162.15,Medium,Medium,6235,Male,47,Suburb,121.26
13/08/2021,Skincare,Sunscreen,431.11,Medium,Low,6236,Male,63,City,19.93
26/01/2022,Fragrances,Body Mist,104.42,Medium,Low,6237,Female,39,Rural,23.82
15/04/2022,Fragrances,Perfume,398.24,Medium,None,6238,Male,63,Suburb,41.91
29/11/2021,Makeup,Foundation,94.07,Low,Low,6239,Male,20,City,83.45
11/08/2021,Makeup,Lipstick,386.11,Low,Low,6240,Female,56,Suburb,73.15
05/09/2022,Fragrances,Perfume,37.03,Medium,Low,6241,Female,25,Rural,145.61
22/05/2022,Makeup,Foundation,319.28,Medium,None,6242,Male,28,City,163.87
20/12/2022,Fragrances,Body Mist,457.56,Medium,None,6243,Female,49,Rural,198.89
25/03/2022,Skincare,Moisturizer,68.29,Low,None,6244,Female,21,Rural,109.85
16/03/2021,Haircare,Conditioner,107.07,Medium,Low,6245,Female,46,Suburb,44.68
25/07/2022,Skincare,Serum,543.4,Medium,Low,6246,Male,64,Suburb,67.64
26/07/2022,Haircare,Shampoo,280.38,Low,Low,6247,Male,23,Rural,174.66
20/12/2021,Accessories,Handbag,163.89,Low,None,6248,Male,48,City,127.61
02/02/2021,Haircare,Styling Gel,22.86,High,None,6249,Male,40,City,16.33
02/03/2021,Fragrances,Perfume,283.53,Low,None,6250,Female,35,Suburb,96.91
21/06/2021,Skincare,Sunscreen,471.23,Medium,Low,6251,Male,63,City,81.3
19/08/2021,Fragrances,Body Mist,386.5,Low,High,6252,Male,57,City,87.83
09/06/2021,Accessories,Bracelet,292.32,Medium,None,6253,Female,54,Suburb,145.43
13/11/2022,Haircare,Shampoo,375.63,Medium,None,6254,Male,25,Suburb,94.99
13/06/2021,Accessories,Handbag,265.02,Low,Low,6255,Male,35,Suburb,128.22
23/06/2022,Fragrances,Cologne,381.22,Medium,Low,6256,Female,58,Rural,191.32
11/10/2022,Fragrances,Cologne,99.78,Medium,None,6257,Female,52,City,36.81
01/11/2022,Fragrances,Body Mist,127.38,Low,Medium,6258,Male,56,Suburb,129.35
22/04/2022,Haircare,Conditioner,229.35,Medium,Low,6259,Male,31,Suburb,191.64
19/09/2022,Skincare,Moisturizer,363.63,Medium,High,6260,Male,30,Rural,56.32
31/03/2021,Makeup,Mascara,364.51,Low,High,6261,Female,19,Rural,47.93
01/06/2021,Haircare,Hair Oil,72.77,Medium,High,6262,Female,64,City,97.87
18/07/2021,Haircare,Conditioner,270.51,Low,None,6263,Male,43,Rural,21.07
15/11/2022,Fragrances,Body Mist,256.32,Medium,Low,6264,Male,63,City,166.4
29/01/2022,Skincare,Moisturizer,348.83,Low,None,6265,Male,58,Rural,65.13
01/04/2022,Makeup,Lipstick,350.76,Low,None,6266,Male,47,Rural,81.72
11/01/2022,Accessories,Earrings,76.94,Low,High,6267,Female,20,Suburb,78.9
11/10/2021,Fragrances,Cologne,32.71,Low,High,6268,Male,59,Rural,188.11
26/01/2021,Haircare,Styling Gel,269.94,Low,None,6269,Female,38,City,172.21
26/06/2022,Fragrances,Perfume,311.18,Medium,Low,6270,Female,33,Suburb,199.76
27/07/2022,Haircare,Shampoo,112.24,High,Low,6271,Male,57,Suburb,121.59
07/09/2022,Haircare,Shampoo,160.22,Low,None,6272,Female,48,Rural,119.24
13/02/2021,Makeup,Lipstick,87,High,None,6273,Male,34,City,159.65
07/02/2021,Haircare,Conditioner,408.77,Medium,High,6274,Female,23,Rural,47.27
24/02/2022,Fragrances,Cologne,25.17,Low,High,6275,Female,30,Rural,10.13
27/09/2021,Fragrances,Body Mist,62.19,Medium,None,6276,Female,18,City,41.99
22/11/2022,Fragrances,Perfume,24.47,Medium,None,6277,Male,19,Rural,124.23
12/05/2021,Skincare,Sunscreen,25.87,Low,Medium,6278,Female,30,City,191.82
07/07/2021,Haircare,Styling Gel,51.71,Low,None,6279,Male,50,Rural,184.99
16/12/2022,Makeup,Foundation,117.37,Low,None,6280,Male,55,City,119.55
16/11/2022,Skincare,Serum,300.07,Low,High,6281,Male,43,Rural,10.28
09/11/2021,Fragrances,Cologne,103.01,Low,Low,6282,Female,26,Rural,133.82
17/04/2022,Makeup,Foundation,234.95,Low,High,6283,Male,27,Rural,17.7
14/09/2022,Haircare,Conditioner,246.07,Medium,Low,6284,Male,39,City,101.06
24/10/2022,Makeup,Eyeshadow,292.45,Low,None,6285,Female,32,Rural,51.78
22/08/2021,Fragrances,Body Mist,101.61,Medium,None,6286,Male,43,City,125.86
24/07/2021,Haircare,Hair Oil,395.36,Medium,High,6287,Female,31,Rural,173.57
08/03/2021,Fragrances,Perfume,147.53,Low,Low,6288,Male,57,Rural,74.97
27/10/2022,Makeup,Lipstick,388.44,Low,Low,6289,Female,20,Rural,60.53
13/09/2021,Haircare,Hair Oil,471.2,Medium,Low,6290,Male,34,Rural,118.59
26/07/2021,Accessories,Earrings,174.81,Medium,Low,6291,Male,19,Suburb,93.05
24/06/2022,Fragrances,Body Mist,77.68,Low,High,6292,Male,46,Suburb,65.18
05/10/2021,Haircare,Hair Oil,256.06,Medium,None,6293,Male,33,City,70.85
29/07/2021,Haircare,Conditioner,243.66,Low,Low,6294,Female,26,City,199.5
13/05/2022,Accessories,Earrings,175.43,Medium,None,6295,Male,37,Suburb,186
07/03/2022,Makeup,Mascara,139.26,Medium,High,6296,Male,27,City,30.67
31/05/2022,Haircare,Shampoo,382.25,Medium,None,6297,Male,31,Rural,123.51
19/01/2022,Haircare,Conditioner,136.91,High,None,6298,Female,40,Rural,177.81
02/07/2022,Fragrances,Body Mist,112.01,High,Low,6299,Male,54,Rural,113.28
30/09/2022,Haircare,Hair Oil,163.55,Low,Low,6300,Male,64,Rural,170.08
14/05/2021,Makeup,Foundation,186.32,Medium,None,6301,Male,27,City,186.31
08/04/2021,Fragrances,Body Mist,212.17,Low,Low,6302,Male,37,City,26.9
17/05/2022,Accessories,Necklace,245.03,Low,None,6303,Female,40,City,126.87
26/02/2021,Accessories,Necklace,369.31,Low,Low,6304,Female,44,Rural,13.95
13/10/2022,Accessories,Necklace,23.68,Medium,Medium,6305,Male,26,Rural,115.37
23/10/2021,Fragrances,Cologne,133.29,Medium,High,6306,Female,53,City,43.55
27/02/2021,Accessories,Bracelet,53.2,High,Low,6307,Male,38,City,50.1
03/08/2021,Skincare,Moisturizer,75.32,Medium,None,6308,Male,27,Suburb,150.76
28/02/2021,Skincare,Serum,41,Medium,None,6309,Male,29,City,30.1
12/07/2022,Makeup,Foundation,88.11,Medium,High,6310,Male,64,City,179.81
22/02/2021,Fragrances,Perfume,157.66,Medium,Low,6311,Female,63,Rural,142.09
12/06/2022,Fragrances,Body Mist,400.86,Low,None,6312,Female,56,Rural,15.47
07/01/2022,Haircare,Hair Oil,165.28,Low,Low,6313,Female,60,Suburb,191.58
07/02/2022,Skincare,Cleanser,45.51,Medium,None,6314,Male,38,Rural,74.21
29/07/2022,Makeup,Mascara,446.56,Medium,None,6315,Female,23,Rural,125.82
22/04/2021,Skincare,Cleanser,131.54,Low,None,6316,Male,58,City,56.89
27/08/2022,Makeup,Mascara,128.9,Medium,None,6317,Male,28,Rural,128.53
30/08/2021,Fragrances,Cologne,261.3,Low,None,6318,Male,25,Suburb,52.42
21/02/2022,Accessories,Handbag,75.98,Low,Low,6319,Male,21,Rural,147.62
28/10/2022,Skincare,Sunscreen,222.14,Low,None,6320,Male,31,City,53.25
18/09/2022,Fragrances,Cologne,70.49,Low,High,6321,Male,55,Suburb,31.11
19/05/2021,Accessories,Necklace,15.08,Medium,Low,6322,Female,31,City,31.55
28/07/2022,Accessories,Earrings,117.58,High,None,6323,Female,45,Rural,166.67
25/02/2022,Fragrances,Perfume,55.36,Medium,Low,6324,Male,35,Rural,15.31
26/11/2021,Makeup,Eyeshadow,399.57,Medium,Low,6325,Male,59,City,198.41
05/12/2022,Accessories,Necklace,124.92,Medium,None,6326,Male,23,Suburb,160.1
01/10/2021,Makeup,Lipstick,24.45,Low,None,6327,Female,60,Rural,147.57
10/07/2022,Accessories,Bracelet,204.54,High,None,6328,Female,35,Rural,32.2
08/02/2021,Skincare,Sunscreen,322.13,Medium,Low,6329,Male,61,Rural,142.94
09/10/2022,Skincare,Serum,139.35,Medium,Medium,6330,Female,47,Suburb,22.99
08/05/2022,Fragrances,Perfume,94.29,Medium,Low,6331,Male,29,City,48.81
05/12/2021,Accessories,Earrings,286.39,Low,Low,6332,Male,21,City,155.78
04/12/2021,Skincare,Sunscreen,191.04,Medium,None,6333,Male,23,Suburb,169.03
04/06/2021,Fragrances,Cologne,160.05,Medium,High,6334,Female,53,Rural,131.66
20/02/2021,Skincare,Cleanser,431.4,Medium,None,6335,Male,61,Suburb,134.45
13/03/2022,Skincare,Cleanser,268.32,Medium,Low,6336,Male,38,Suburb,121.58
25/02/2021,Accessories,Necklace,104.3,Low,Low,6337,Male,30,City,11.82
18/05/2022,Skincare,Sunscreen,165.7,Low,Low,6338,Male,47,Rural,187.29
21/10/2021,Accessories,Earrings,282.25,High,None,6339,Male,58,City,10.75
28/12/2021,Makeup,Eyeshadow,397.1,Low,None,6340,Male,56,Suburb,29.91
03/09/2021,Makeup,Lipstick,170.76,Low,Low,6341,Female,49,Rural,81.89
18/02/2021,Makeup,Foundation,201.75,High,Low,6342,Male,23,Suburb,38.16
15/12/2022,Accessories,Bracelet,57.77,Low,None,6343,Male,48,Suburb,85.99
23/06/2021,Fragrances,Perfume,120.23,High,Low,6344,Female,21,Suburb,36.06
30/01/2022,Fragrances,Body Mist,199.1,Low,Medium,6345,Male,61,Suburb,83.21
23/07/2022,Skincare,Moisturizer,476.11,Medium,Low,6346,Male,20,City,133.39
26/05/2021,Haircare,Shampoo,237.24,High,Low,6347,Male,33,City,28.86
21/12/2022,Fragrances,Cologne,37.8,Medium,None,6348,Male,24,Suburb,55.52
02/01/2022,Skincare,Sunscreen,186.14,Medium,None,6349,Female,54,City,113.95
19/11/2021,Accessories,Earrings,272.12,Low,None,6350,Male,45,Suburb,95.48
06/02/2021,Makeup,Lipstick,152.61,Medium,Low,6351,Male,54,City,42.3
18/12/2022,Accessories,Earrings,225.45,High,Low,6352,Male,57,City,16.74
02/08/2022,Accessories,Handbag,207.7,Medium,None,6353,Male,36,Suburb,135.3
27/06/2022,Accessories,Handbag,191.58,Medium,Low,6354,Male,63,Rural,168.44
11/02/2022,Haircare,Conditioner,188.87,Low,None,6355,Female,38,Rural,33.24
11/01/2021,Skincare,Sunscreen,182.29,Medium,Low,6356,Male,44,City,87
14/12/2021,Makeup,Eyeshadow,84.98,Low,Low,6357,Male,49,Rural,87.86
05/03/2022,Fragrances,Cologne,85.97,High,None,6358,Male,49,City,45.17
30/04/2021,Makeup,Foundation,156.15,Medium,None,6359,Male,23,Rural,160.45
04/11/2022,Haircare,Styling Gel,260.42,Low,High,6360,Female,27,City,43.12
10/05/2021,Haircare,Shampoo,537.17,Low,Low,6361,Male,36,City,161.24
28/09/2022,Skincare,Moisturizer,381.85,Low,None,6362,Female,19,City,186.17
26/08/2022,Fragrances,Cologne,199.24,Low,None,6363,Male,44,City,77.27
06/06/2021,Fragrances,Cologne,151.98,Low,Low,6364,Male,53,Suburb,167.51
15/08/2022,Accessories,Bracelet,159.67,Low,None,6365,Female,46,Suburb,83.39
28/06/2021,Skincare,Cleanser,205.1,Medium,None,6366,Male,28,Suburb,45.15
15/06/2021,Haircare,Conditioner,172.37,Low,None,6367,Female,41,City,13.67
06/04/2021,Skincare,Sunscreen,151.59,High,None,6368,Female,33,Suburb,141.81
19/10/2021,Fragrances,Perfume,157.12,Medium,Low,6369,Female,18,City,143.3
13/11/2021,Fragrances,Perfume,176.27,Medium,Low,6370,Male,52,Suburb,58.25
07/01/2021,Makeup,Foundation,156.47,Low,Medium,6371,Male,49,Rural,32.88
28/05/2022,Skincare,Serum,70.83,Medium,Low,6372,Male,27,Suburb,165.4
19/11/2022,Skincare,Cleanser,165.26,Low,None,6373,Female,56,Suburb,100.34
13/09/2022,Accessories,Earrings,143.78,Low,None,6374,Male,62,City,191.59
22/09/2021,Fragrances,Cologne,131.39,Medium,Low,6375,Male,29,Rural,42.73
20/08/2022,Accessories,Bracelet,202.01,Low,High,6376,Female,61,Suburb,70.37
09/11/2022,Skincare,Serum,154,High,Low,6377,Female,24,Rural,74.07
08/04/2022,Skincare,Sunscreen,151.88,Low,Medium,6378,Female,31,City,21.87
29/05/2022,Accessories,Earrings,203.43,Low,Low,6379,Female,56,Suburb,157.9
06/12/2021,Skincare,Moisturizer,13.24,Medium,Medium,6380,Female,21,City,189
07/04/2021,Accessories,Necklace,41.78,Medium,None,6381,Male,63,Suburb,135.52
12/03/2021,Makeup,Mascara,13.81,Medium,Low,6382,Female,32,City,165.03
16/05/2022,Makeup,Foundation,239.66,Low,Medium,6383,Male,52,Suburb,111.52
10/04/2022,Accessories,Handbag,53.09,Medium,Medium,6384,Female,38,Suburb,119.23
29/10/2021,Fragrances,Body Mist,247,Low,High,6385,Male,43,Rural,14.81
21/04/2021,Fragrances,Body Mist,39.61,Medium,Low,6386,Female,20,Suburb,123.11
14/08/2022,Makeup,Foundation,500.06,Medium,None,6387,Female,34,City,172.45
28/11/2022,Fragrances,Perfume,108.43,Medium,High,6388,Male,43,Suburb,41.24
10/03/2021,Skincare,Sunscreen,430.04,Low,High,6389,Male,36,Suburb,119.31
27/04/2021,Haircare,Styling Gel,217.88,Medium,Low,6390,Male,51,Suburb,119.29
20/07/2022,Haircare,Styling Gel,36.57,Medium,Low,6391,Female,18,Rural,111.37
20/09/2021,Accessories,Handbag,25.52,Medium,None,6392,Male,34,Suburb,77.88
16/04/2022,Skincare,Serum,18.92,Medium,Low,6393,Male,26,Suburb,116.87
04/02/2022,Skincare,Serum,45.33,High,Low,6394,Male,60,Suburb,67.2
11/12/2021,Haircare,Conditioner,170.25,Medium,Low,6395,Female,28,Suburb,171.38
26/08/2021,Skincare,Serum,215.13,Medium,None,6396,Female,56,Rural,24.94
17/06/2021,Accessories,Bracelet,124.18,Medium,Medium,6397,Female,62,City,102.92
11/02/2021,Haircare,Conditioner,97.84,High,None,6398,Male,41,Suburb,35.95
30/07/2022,Haircare,Shampoo,117.41,Medium,Medium,6399,Female,42,Rural,133.47
30/05/2021,Haircare,Styling Gel,133.58,Low,None,6400,Female,20,Suburb,84.42
04/01/2021,Fragrances,Cologne,258.05,Medium,None,6401,Male,53,Suburb,16.72
02/09/2022,Haircare,Shampoo,455.8,Medium,Medium,6402,Male,35,City,101.14
12/10/2021,Haircare,Hair Oil,234.96,Medium,Low,6403,Female,48,Rural,55.5
03/05/2021,Skincare,Serum,193.46,Medium,None,6404,Male,64,Suburb,117.3
13/04/2021,Skincare,Sunscreen,220.64,High,Low,6405,Male,57,City,28.97
05/05/2022,Haircare,Styling Gel,330.59,Low,High,6406,Female,57,Rural,174.48
30/05/2022,Skincare,Cleanser,59.65,Low,Low,6407,Female,21,Rural,21.33
13/01/2021,Accessories,Earrings,204.77,Low,None,6408,Male,35,Suburb,87.79
30/10/2022,Skincare,Cleanser,171.05,Medium,High,6409,Male,52,Suburb,15.26
30/11/2021,Haircare,Hair Oil,217.35,Low,None,6410,Male,29,City,190.09
06/03/2021,Makeup,Foundation,145.31,Medium,None,6411,Female,38,Suburb,52.75
06/08/2022,Accessories,Handbag,187.58,High,Low,6412,Male,24,Rural,148.72
05/11/2022,Fragrances,Cologne,101.87,Medium,None,6413,Female,28,Rural,13.8
20/05/2022,Haircare,Conditioner,180.51,High,None,6414,Female,50,Suburb,160.69
05/07/2021,Makeup,Foundation,65.58,Medium,None,6415,Female,47,Suburb,50.82
26/10/2021,Accessories,Necklace,266.01,Low,None,6416,Female,39,Rural,142.49
31/01/2021,Haircare,Hair Oil,438.35,Low,Medium,6417,Female,64,Rural,68.92
17/07/2021,Fragrances,Cologne,430.55,Low,Low,6418,Male,19,Rural,90.82
19/06/2021,Makeup,Foundation,147.17,Medium,Low,6419,Male,51,Suburb,167.21
11/07/2021,Makeup,Eyeshadow,147.25,Medium,High,6420,Female,42,City,115.61
10/01/2022,Makeup,Lipstick,92.61,Medium,Low,6421,Female,45,City,124.27
25/09/2022,Fragrances,Body Mist,147.02,Medium,Low,6422,Female,51,City,43.22
18/11/2021,Skincare,Sunscreen,328.17,Low,Low,6423,Female,48,Suburb,120.9
15/09/2021,Accessories,Earrings,156.08,Medium,None,6424,Male,56,Rural,20.32
14/02/2021,Skincare,Serum,163,Low,None,6425,Female,36,City,188.39
26/12/2021,Makeup,Eyeshadow,261.42,Medium,Low,6426,Female,27,Rural,111.3
07/11/2021,Fragrances,Perfume,162.34,Medium,None,6427,Male,54,Suburb,116.22
21/05/2022,Haircare,Shampoo,152.16,Medium,Low,6428,Male,44,Suburb,106.83
15/08/2021,Fragrances,Cologne,51.71,Medium,None,6429,Male,51,Suburb,139.04
05/11/2021,Skincare,Sunscreen,112.49,Medium,Medium,6430,Female,41,Suburb,175.84
28/08/2022,Haircare,Hair Oil,141.79,Low,None,6431,Female,50,City,144.93
23/09/2022,Accessories,Handbag,35.34,Medium,High,6432,Female,52,City,146.79
16/11/2021,Fragrances,Cologne,76.68,Medium,Low,6433,Female,43,Suburb,45.08
28/04/2022,Accessories,Necklace,255.49,Medium,High,6434,Male,29,Suburb,91.36
09/07/2022,Makeup,Mascara,278.91,Low,Low,6435,Female,20,Suburb,187.94
13/04/2022,Haircare,Hair Oil,291.82,Low,Low,6436,Male,30,City,159.54
27/10/2021,Accessories,Handbag,109.28,Medium,Low,6437,Female,29,Rural,67.43
24/09/2021,Haircare,Shampoo,327.33,Medium,Medium,6438,Male,47,Rural,91.61
01/02/2021,Skincare,Cleanser,72.48,High,None,6439,Male,41,City,31.01
17/12/2022,Skincare,Serum,129.26,Low,Low,6440,Male,40,Suburb,88.62
03/12/2022,Haircare,Conditioner,207.42,Medium,None,6441,Male,34,City,150.12
29/09/2021,Skincare,Sunscreen,280.76,Low,Medium,6442,Male,31,Rural,173.06
07/05/2021,Accessories,Earrings,219.04,Medium,None,6443,Male,24,Rural,160.56
10/10/2021,Makeup,Lipstick,28.43,Medium,High,6444,Male,33,Rural,92.44
14/09/2021,Accessories,Bracelet,229.91,Medium,None,6445,Male,33,City,150.68
11/08/2022,Makeup,Foundation,35.11,Medium,None,6446,Male,31,City,79.7
04/09/2022,Skincare,Sunscreen,58.14,High,None,6447,Male,36,Rural,115.69
06/08/2021,Skincare,Sunscreen,671.91,Low,Low,6448,Female,35,Suburb,109.08
15/09/2022,Skincare,Serum,255.32,Low,None,6449,Male,41,Rural,183.78
19/09/2021,Fragrances,Perfume,330.75,Low,None,6450,Female,24,City,39.96
12/02/2021,Haircare,Styling Gel,138.23,Low,None,6451,Female,33,City,102.73
12/12/2022,Haircare,Conditioner,219.12,Medium,Low,6452,Male,44,Rural,76.53
14/01/2021,Makeup,Mascara,47.78,Low,None,6453,Female,58,City,52.52
02/08/2021,Accessories,Bracelet,317.48,Low,Low,6454,Male,51,City,58.29
09/08/2021,Skincare,Moisturizer,333.26,Medium,Low,6455,Female,33,Rural,24.32
10/04/2021,Haircare,Hair Oil,101.73,Low,Medium,6456,Male,32,Rural,169.55
08/09/2022,Fragrances,Body Mist,334.24,Medium,None,6457,Female,64,Suburb,76.57
02/07/2021,Skincare,Serum,68.52,Medium,Low,6458,Male,62,City,145.1
